kiosk_no,owner,distirict,term_no,lat,lon,title,term_type,address
283,Ooredoo,Ooredoo,283,25.367881,51.539208,Ooredoo,O,The Pearl Qatar
284,Ooredoo,Ooredoo,284,25.335478,51.475489,Ooredoo,O,Madina Khalifa Station
285,Ooredoo,Ooredoo,285,25.395442,51.4299,Ooredoo,O,Grand hypermarket khreteyat
286,Ooredoo,Ooredoo,286,25.241703,51.5448,Ooredoo,O,Tayseer Hilal Petrol station 
287,Ooredoo,Ooredoo,287,25.2407,51.467078,Ooredoo,O,Park And Shop  
288,Ooredoo,Ooredoo,288,25.273258,51.491611,Ooredoo,O,Giant Store Al Nasser
289,Ooredoo,Ooredoo,289,25.348506,51.457114,Ooredoo,O,Qatar petrol Station
290,Ooredoo,Ooredoo,290,25.103342,51.578953,Ooredoo,O,Seelein Petrol Station
291,Ooredoo,Ooredoo,291,25.268944,51.423819,Ooredoo,O,Wathnan Mall
292,Ooredoo,Ooredoo,292,25.241783,51.458028,Ooredoo,O,Quality hyper market 
293,Ooredoo,Ooredoo,293,25.254397,51.545836,Ooredoo,O,Lulu Airport
294,Ooredoo,Ooredoo,294,25.337989,51.459503,Ooredoo,O,Lulu Gharafa -01
295,Ooredoo,Ooredoo,295,25.376594,51.231447,Ooredoo,O,Woqod Shahaniyah
296,Ooredoo,Ooredoo,296,25.237619,51.554328,Ooredoo,O,Grand Mart
297,Ooredoo,Ooredoo,297,25.378707,51.470592,Ooredoo,O,Woqod North university 
298,Ooredoo,Ooredoo,298,25.239972,51.430333,Ooredoo,O,AL NOOR PETROL STATION
299,Ooredoo,Ooredoo,299,25.362496,51.447368,Ooredoo,O,Tebah Petrol Station
300,Ooredoo,Ooredoo,300,25.21492,51.438259,Ooredoo,O,Al SALAM PETROL STATION
301,Ooredoo,Ooredoo,301,25.375564,51.524592,Ooredoo,O,Lagoona -03
302,Ooredoo,Ooredoo,302,25.326278,51.517156,Ooredoo,O,WEST BAY PETROL STATION
303,Ooredoo,Ooredoo,303,25.242826,51.463311,Ooredoo,O,Al JAZEERA PETROL STATION
304,Ooredoo,Ooredoo,304,25.171423,51.318445,Ooredoo,O,ABU NAKHLA STATION 
305,Ooredoo,Ooredoo,305,25.125065,51.193591,Ooredoo,O,Woqod Station Rawdat Rash
306,Ooredoo,Ooredoo,306,25.233702,51.396558,Ooredoo,O,Woqod Station- Maither 
307,Ooredoo,Ooredoo,307,25.376561,51.450979,Ooredoo,O,Duhail Food Center
308,Ooredoo,Ooredoo,308,25.284692,51.51068,Ooredoo,O,Indian Hyper Market
309,Ooredoo,Ooredoo,309,25.219591,51.49671,Ooredoo,O,Safari Mall -Abu Hamour
310,Ooredoo,Ooredoo,310,25.674778,51.502056,Ooredoo,O,Lulu Al Khor
311,Ooredoo,Ooredoo,311,25.244021,51.461674,Ooredoo,O,Kahramaa Salwa road
312,Ooredoo,Ooredoo,312,25.253785,51.528252,Ooredoo,O,Kahramaa D ring road 01 
313,Ooredoo,Ooredoo,313,25.253785,51.528252,Ooredoo,O,Kahramaa D ring road 02
314,Ooredoo,Ooredoo,314,25.324438,51.535673,Ooredoo,O,Kahramaa West bay 
315,Ooredoo,Ooredoo,315,25.185411,51.599654,Ooredoo,O,Simsmia Bekary 
316,Ooredoo,Ooredoo,316,25.282333,51.523861,Ooredoo,O,Kahramaa Musherib center
317,Ooredoo,Ooredoo,317,25.244021,51.461674,Ooredoo,O,Kahramaa Salwa road 02 
318,Ooredoo,Ooredoo,318,25.253785,51.528252,Ooredoo,O,Kahramaa D ring road 03
319,Ooredoo,Ooredoo,319,25.266428,51.553514,Ooredoo,O,HQ2  retail shop 
320,Ooredoo,Ooredoo,320,25.269442,51.539993,Ooredoo,O,Plus Shopping Centre
321,Ooredoo,Ooredoo,321,25.27237,51.508481,Ooredoo,O,Al Masa Gym 
322,Ooredoo,Ooredoo,322,25.250321,51.551839,Ooredoo,O,Smart Phone Old airport
323,Ooredoo,Ooredoo,323,25.258254,51.488497,Ooredoo,O,Ansar City
324,Ooredoo,Ooredoo,324,25.212208,51.578545,Ooredoo,O,Center Point Barwa
325,Ooredoo,Ooredoo,325,25.27516,51.539878,Ooredoo,O,Grand Mart New Doha
326,Ooredoo,Ooredoo,326,25.2634,51.538058,Ooredoo,O,Qatar Cinema
327,Ooredoo,Ooredoo,327,25.281461,51.501834,Ooredoo,O,Royal Plaza Cinema 
328,Ooredoo,Ooredoo,328,25.160037,51.599265,Ooredoo,O,Grand Mart Wakra 
329,Ooredoo,Ooredoo,329,25.307554,51.500443,Ooredoo,O,Al Ahli Hospital 
330,Ooredoo,Ooredoo,330,25.467389,51.406354,Ooredoo,O,Wusail Trading complex 
331,Ooredoo,Ooredoo,331,25.823139,51.348806,Ooredoo,O,Zubara petrol stn 
332,Ooredoo,Ooredoo,332,25.187987,51.437445,Ooredoo,O,Quality Hyper Market Indu
333,Ooredoo,Ooredoo,333,25.196528,51.508083,Ooredoo,O,Lulu Abu Hamour
334,Ooredoo,Ooredoo,334,25.225361,51.478056,Ooredoo,O,01 Mall 
335,Ooredoo,Ooredoo,335,25.194861,51.4545,Ooredoo,O,Smile Hypermarket
336,Ooredoo,Ooredoo,336,25.366972,51.550306,Ooredoo,O,Pearl Qatar shop 1
337,Ooredoo,Ooredoo,337,25.244361,51.568194,Ooredoo,O,Ansar Gallery Airport
338,Ooredoo,Ooredoo,338,25.326889,51.349861,Ooredoo,O,Mall of Qatar 1
339,Ooredoo,Ooredoo,339,25.2525,51.537972,Ooredoo,O,The Mall 
3,Paythem ,Paythem ,3,25.25392,51.46381,Paythem ,O,4G Phones & Accessories
5,Paythem ,Paythem ,5,25.251238,51.53179,Paythem ,O,A4M Hilal
9,Ooredoo,Ooredoo,9,25.371776,51.537813,Ooredoo,O,Pearl 1 
10,Ooredoo,Ooredoo,10,25.266428,51.553514,Ooredoo,O,HQ2 - 1 
11,Ooredoo,Ooredoo,11,25.266428,51.553514,Ooredoo,O,HQ2 - 2
12,Ooredoo,Ooredoo,12,25.266428,51.553514,Ooredoo,O,HQ2 - 3
13,Paythem,Paythem,13,25.378707,51.470592,Paythem,O,Woqod North university 
14,Paythem,Paythem,14,25.362496,51.447368,Paythem,O,Tebah Petrol Station
15,Paythem,Paythem,15,25.21492,51.438259,Paythem,O,Al SALAM PETROL STATION
16,Paythem,Paythem,16,25.326278,51.517156,Paythem,O,WEST BAY PETROL STATION
17,Paythem,Paythem,17,25.242826,51.463311,Paythem,O,Al JAZEERA PETROL STATION
18,Paythem,Paythem,18,25.171423,51.318445,Paythem,O,ABU NAKHLA STATION 
19,Paythem,Paythem,19,25.125065,51.193591,Paythem,O,Woqod Station Rawdat Rashed
20,Paythem,Paythem,20,25.233702,51.396558,Paythem,O,Woqod Station- Maither 
21,Paythem,Paythem,21,25.376561,51.450979,Paythem,O,Duhail Food Center
22,Paythem,Paythem,22,25.284692,51.51068,Paythem,O,Indian Hyper Market
23,Paythem,Paythem,23,25.219591,51.49671,Paythem,O,Safari Mall -Abu Hamour
24,Paythem,Paythem,24,25.244021,51.461674,Paythem,O,Kahramaa Salwa road
25,Paythem,Paythem,25,25.281716,51.523797,Paythem,O,Kahramaa Musherib Center
26,Paythem,Paythem,26,25.253785,51.528252,Paythem,O,Kahramaa D ring road 01 
27,Paythem,Paythem,27,25.321307,51.485444,Paythem,O,Kahramaa Madina Khalifa 
28,Paythem,Paythem,28,25.324438,51.535673,Paythem,O,Kahramaa West bay 
29,Paythem,Paythem,29,25.185411,51.599654,Paythem,O,Simsmia Bekary 
30,Paythem,Paythem,30,25.269442,51.539993,Paythem,O,Plus Shopping Centre
31,Paythem,Paythem,31,25.27237,51.508481,Paythem,O,Al Masa Gym 
32,Paythem,Paythem,32,25.250321,51.551839,Paythem,O,Smart Phone Old airport
33,Paythem,Paythem,33,25.258254,51.488497,Paythem,O,Ansar City
34,Paythem,Paythem,34,25.212208,51.578545,Paythem,O,Center Point Barwa
35,Paythem,Paythem,35,25.27516,51.539878,Paythem,O,Grand Mart New Doha
36,Paythem,Paythem,36,25.2634,51.538058,Paythem,O,Qatar Cinema
37,Paythem,Paythem,37,25.281461,51.501834,Paythem,O,Royal Plaza Cinema 
38,Paythem,Paythem,38,25.160037,51.599265,Paythem,O,Grand Mart Wakra 
39,Paythem,Paythem,39,25.307554,51.500443,Paythem,O,Al Ahli Hospital 
40,Paythem,Paythem,40,25.467389,51.406354,Paythem,O,Wusail Trading complex 
41,Paythem,Paythem,41,25.187987,51.437445,Paythem,O,Quality Hyper Market Industrial Area
42,Paythem,Paythem,42,25.332975,51.462479,Paythem,O,Ezdan Mall
43,Paythem,Paythem,43,25.288001,51.532292,Paythem,O,Souq Waqef Doha
44,Paythem,Paythem,44,25.263373,51.612498,Paythem,O,HIA 1
45,Paythem,Paythem,45,25.360763,51.527229,Paythem,O,Katara
46,Paythem ,Paythem ,46,25.286852,51.539298,Paythem ,O,A4M Rawnaq
57,Paythem ,Paythem ,57,25.281778,51.512023,Paythem ,O,Al Anees Quality
67,Paythem ,Paythem ,67,25.367029,51.550667,Paythem ,O,Al Gazal Electronics 2
68,Paythem ,Paythem ,68,25.281836,51.498149,Paythem ,O,Al Gentel
69,Paythem ,Paythem ,69,25.296901,51.420455,Paythem ,O,Al Haddad Electronics
71,Paythem ,Paythem ,71,25.26148,51.52997,Paythem ,O,Al Hunaidi Food Stuff
75,Paythem ,Paythem ,75,24.74671,50.84723,Paythem ,O,Al Khozama
84,Paythem ,Paythem ,84,25.293115,51.420349,Paythem ,O,Al Saeed Information Technology
0,TEST2,TEST2,0,25.7777779,35.8888889,TEST2,O,TEST2
1,TEST33,TEST33,1,35.9999999,26.9999999,TEST33,O,test55
6,Paythem ,Paythem ,6,25.27099,51.415526,Paythem ,O,A4M Muither
61,Paythem ,Paythem ,61,25.35556,51.43906,Paythem ,O,Al Eid Mobiles WHA Souq
64,Paythem ,Paythem ,64,25.253611,51.560556,Paythem ,O,Al Fannan Electronics
73,Paythem ,Paythem ,73,25.26449,51.5372,Paythem ,O,Al Jahez Library
74,Paythem ,Paythem ,74,25.25311,51.50639,Paythem ,O,Al Kadi SM
